x,y
185.04266357421875,188.18557739257812
185.0444793701172,184.51882934570312
185.04629516601562,180.85208129882812
185.04811096191406,177.18533325195312
185.0499267578125,173.51858520507812
184.64390563964844,169.87503051757812
184.11485290527344,166.24667358398438
183.47048950195312,162.63723754882812
182.71270751953125,159.0498504638672
181.8429412841797,155.48779296875
180.86280822753906,151.95469665527344
179.77415466308594,148.4534912109375
178.57833862304688,144.98724365234375
177.2772674560547,141.5591583251953
175.87265014648438,138.1721649169922
174.36590576171875,134.82933044433594
172.7591094970703,131.53378295898438
171.0535888671875,128.28790283203125
169.25108337402344,125.09505462646484
167.35328674316406,121.95775604248047
165.3616485595703,118.87902069091797
163.278076171875,115.86197662353516
161.10427856445312,112.90945434570312
158.84149169921875,110.02416229248047
156.49188232421875,107.20942687988281
154.0570526123047,104.46796417236328
151.53843688964844,101.8028793334961
148.93846130371094,99.21747589111328
146.2589874267578,96.7147216796875
143.31277465820312,94.53472900390625
140.3440399169922,92.38260650634766
137.37530517578125,90.23048400878906
134.40655517578125,88.07836151123047
131.4378204345703,85.92623901367188
128.46908569335938,83.77412414550781
125.50033569335938,81.62200164794922
122.53160095214844,79.46987915039062
119.56285858154297,77.31775665283203
116.5941162109375,75.16564178466797
116.69766235351562,74.00968170166016
120.36465454101562,74.00904083251953
124.03140258789062,74.0083999633789
127.69815063476562,74.00775909423828
131.36489868164062,74.00711059570312
135.03164672851562,74.0064697265625
138.69839477539062,74.00582885742188
142.36514282226562,74.00518798828125
146.03189086914062,74.00454711914062
149.69863891601562,74.00390625
153.36538696289062,74.00325775146484
157.03213500976562,74.00261688232422
160.69888305664062,74.0019760131836
164.36563110351562,74.00133514404297
168.03262329101562,74.00069427490234
171.69937133789062,74.00005340576172
175.36611938476562,73.99940490722656
179.03286743164062,73.99876403808594
182.69961547851562,73.99812316894531
186.36636352539062,73.99748229980469
190.03311157226562,73.99684143066406
193.69985961914062,73.99620056152344
197.36660766601562,73.99555206298828
201.03335571289062,73.99491119384766
204.70010375976562,73.99427032470703
208.36685180664062,73.9936294555664
212.03359985351562,73.99298858642578
215.70034790039062,73.99234771728516
219.36734008789062,73.99169921875
223.03408813476562,73.99105834960938
226.70083618164062,73.99041748046875
230.36758422851562,73.98977661132812
234.03433227539062,73.9891357421875
237.70108032226562,73.98849487304688
241.36782836914062,73.98784637451172
245.03457641601562,73.9872055053711
248.70132446289062,73.98656463623047
252.36807250976562,73.98592376708984
256.0348205566406,73.98528289794922
259.7015686035156,73.9846420288086
263.3683166503906,73.98400115966797
267.0350646972656,73.98335266113281
270.7020568847656,73.98271179199219
274.3688049316406,73.98207092285156
278.0355529785156,73.98143005371094
281.7023010253906,73.98078918457031
285.3690490722656,73.98014831542969
289.0357971191406,73.97949981689453
292.7025451660156,73.9788589477539
296.3692932128906,73.97821807861328
300.0360412597656,73.97757720947266
303.7027893066406,73.97693634033203
307.3695373535156,73.9762954711914
311.0362854003906,73.97564697265625
314.7030334472656,73.97500610351562
318.3700256347656,73.974365234375
322.0367736816406,73.97372436523438
325.7035217285156,73.97308349609375
329.3702697753906,73.97244262695312
333.0370178222656,73.97179412841797
336.7037658691406,73.97115325927734
340.3705139160156,73.97051239013672
344.0372619628906,73.9698715209961
347.7040100097656,73.96923065185547
351.3707580566406,73.96858978271484
355.0375061035156,73.96794128417969
358.7042541503906,73.96730041503906
362.3710021972656,73.96665954589844
366.0377502441406,73.96601867675781
369.7047424316406,73.96537780761719
373.3714904785156,73.96473693847656
377.0382385253906,73.9640884399414
380.7049865722656,73.96344757080078
384.3717346191406,73.96280670166016
388.0384826660156,73.96216583251953
391.7052307128906,73.9615249633789
395.3719787597656,73.96088409423828
399.0387268066406,73.96023559570312
402.6992492675781,74.12467193603516
406.3479919433594,74.48421478271484
409.9853515625,74.94731903076172
413.6077575683594,75.5142593383789
417.21282958984375,76.18546295166016
420.79620361328125,76.96195220947266
424.3554992675781,77.84294891357422
427.8869934082031,78.82931518554688
431.3874816894531,79.91985321044922
434.85400390625,81.1145248413086
438.28314208984375,82.41278076171875
441.67169189453125,83.81317138671875
445.0168151855469,85.31471252441406
448.3149719238281,86.91638946533203
451.56365966796875,88.6165542602539
454.7599182128906,90.4134521484375
457.9007568359375,92.30519104003906
460.983642578125,94.28987884521484
464.0064392089844,96.36579132080078
466.9659423828125,98.53030395507812
469.8601379394531,100.7813491821289
472.686767578125,103.11662292480469
475.4438781738281,105.5337905883789
478.1291809082031,108.03036499023438
480.74102783203125,110.60391998291016
483.27734375,113.251708984375
485.736572265625,115.97151947021484
488.1167297363281,118.76036834716797
490.4165344238281,121.61614990234375
492.6343688964844,124.5360107421875
494.7686462402344,127.5173568725586
496.818359375,130.55801391601562
498.7814636230469,133.65469360351562
500.6570739746094,136.80519104003906
502.44378662109375,140.00701904296875
504.1405334472656,143.25755310058594
505.745849609375,146.55413818359375
507.2585144042969,149.89404296875
508.6775207519531,153.2750244140625
510.0016784667969,156.6942138671875
511.22967529296875,160.14898681640625
512.3605346679688,163.63685607910156
513.393310546875,167.15509033203125
514.3265380859375,170.7008819580078
515.1595458984375,174.2716064453125
515.8912353515625,177.8648681640625
516.5203247070312,181.47698974609375
517.0462036132812,185.10580444335938
517.4677734375,188.7481689453125
517.7841186523438,192.40113830566406
517.994873046875,196.06167602539062
518.0990600585938,199.72683715820312
518.0961303710938,203.39329528808594
517.9854125976562,207.05819702148438
517.7666015625,210.7183380126953
517.4393920898438,214.37046813964844
517.0037231445312,218.01089477539062
516.4594116210938,221.6370391845703
515.8067626953125,225.24513244628906
515.0458984375,228.8319854736328
514.1774291992188,232.39434814453125
513.2017822265625,235.92864990234375
512.1196899414062,239.4319305419922
510.93243408203125,242.90113830566406
509.64129638671875,246.33277893066406
508.2473449707031,249.7240753173828
506.752197265625,253.07191467285156
505.15802001953125,256.373779296875
503.46588134765625,259.626708984375
501.6788330078125,262.828369140625
499.7984313964844,265.97589111328125
497.8274841308594,269.06793212890625
495.7680969238281,272.10186767578125
493.6233825683594,275.07562255859375
491.3957824707031,277.98822021484375
491.4970703125,280.6141052246094
494.26202392578125,283.0224609375
496.96337890625,285.50164794921875
499.5997009277344,288.0498352050781
502.1695556640625,290.6651916503906
504.6712951660156,293.3458251953125
507.1031799316406,296.0898132324219
509.4637145996094,298.8955078125
511.75128173828125,301.7612609863281
513.9638671875,304.68499755859375
516.0997924804688,307.6654357910156
518.1571044921875,310.7005920410156
520.1338500976562,313.7888488769531
522.0278930664062,316.9281921386719
523.83740234375,320.11724853515625
525.5601806640625,323.3540954589844
527.1939697265625,326.63641357421875
528.7365112304688,329.9627380371094
530.1854858398438,333.3309326171875
531.5386962890625,336.73870849609375
532.7936401367188,340.183837890625
533.9480590820312,343.6641540527344
534.9995727539062,347.176513671875
535.9457397460938,350.7191467285156
536.784423828125,354.2886962890625
537.5133056640625,357.8821716308594
538.13671875,361.4954833984375
538.6591186523438,365.1245422363281
539.08056640625,368.76690673828125
539.4010620117188,372.41943359375
539.6199951171875,376.0796813964844
539.7372436523438,379.74444580078125
539.7534790039062,383.41082763671875
539.6688232421875,387.07647705078125
539.4827880859375,390.73834228515625
539.1967163085938,394.3940124511719
538.8106079101562,398.0402526855469
538.3245849609375,401.6746826171875
537.7402954101562,405.2944030761719
537.0571899414062,408.8968505859375
536.2763671875,412.4794616699219
535.3992309570312,416.0396423339844
534.4251098632812,419.5743103027344
533.356201171875,423.0816650390625
532.1925659179688,426.5588684082031
530.9352416992188,430.0030212402344
529.58544921875,433.41241455078125
528.143310546875,436.7835388183594
526.6109619140625,440.114501953125
524.9884643554688,443.4024963378906
523.2772827148438,446.6455078125
521.4786987304688,449.84075927734375
519.5930786132812,452.9855041503906
517.6228637695312,456.0777587890625
515.5679321289062,459.1143493652344
513.4304809570312,462.0936584472656
511.2115783691406,465.01251220703125
508.91241455078125,467.86883544921875
506.5351257324219,470.6601867675781
504.080078125,473.3838195800781
501.55010986328125,476.0377502441406
498.9460754394531,478.61907958984375
496.270263671875,481.12579345703125
493.5246276855469,483.5557861328125
490.7100830078125,485.90618896484375
487.8299865722656,488.17529296875
484.8860168457031,490.3609313964844
481.88006591796875,492.4604797363281
478.81488037109375,494.472900390625
475.6929931640625,496.3958740234375
472.5164489746094,498.22705078125
469.2883605957031,499.9656677246094
466.01123046875,501.6101989746094
462.6877136230469,503.15887451171875
459.3188171386719,504.60589599609375
455.906494140625,505.9480285644531
452.4554748535156,507.1866149902344
448.9694519042969,508.32281494140625
445.4519348144531,509.358642578125
441.9072570800781,510.2969665527344
438.33929443359375,511.1409912109375
434.7506408691406,511.8942565917969
431.1451416015625,512.560302734375
427.5252380371094,513.14404296875
423.8934631347656,513.6490478515625
420.2522888183594,514.0818481445312
416.60369873046875,514.4444580078125
412.94915771484375,514.744140625
409.2904357910156,514.9846801757812
405.6285705566406,515.1707763671875
401.96435546875,515.3081665039062
398.29840087890625,515.4007568359375
394.63214111328125,515.45361328125
390.965576171875,515.471923828125
387.2987365722656,515.4596557617188
383.6322937011719,515.4212646484375
379.9659729003906,515.3630981445312
376.29986572265625,515.2872314453125
372.63421630859375,515.1995849609375
368.96868896484375,515.10498046875
365.30322265625,515.0068359375
361.6377258300781,514.91064453125
357.9722595214844,514.818603515625
354.30633544921875,514.7379150390625
350.640380859375,514.6714477539062
346.97357177734375,514.6235961914062
343.30682373046875,514.599853515625
339.6402282714844,514.6046752929688
335.9736022949219,514.64208984375
332.3076477050781,514.7178344726562
328.642822265625,514.8358154296875
